DPCOEF,POROS,MMP,SOINIT,XKVH,SOLRAT,RF_1HCPV,RF_2HCPV
0.866,0.101,1731.028,0.35,0.1,5.56,1.802,2.221
0.828,0.1,1444.842,0.337,0.1,6.04,1.816,2.37
0.906,0.096,1634.635,0.428,0.1,8.655,2.687,2.997
0.792,0.097,1630.494,0.407,0.1,4.709,2.767,3.746
0.752,0.094,1533.826,0.403,0.1,8.909,2.929,4.069
0.814,0.094,1482.041,0.398,0.1,8.989,2.571,3.397
0.746,0.092,1489.503,0.414,0.091,6.096,3.175,4.405
0.916,0.097,1478.77,0.415,0.1,2.134,2.375,2.561
0.731,0.102,1713.258,0.438,0.1,9.379,3.719,5.156
0.854,0.098,1463.434,0.377,0.088,3.119,2.104,2.63
0.817,0.098,1518.153,0.419,0.089,6.218,2.913,3.816
0.796,0.095,1497.995,0.452,0.094,7.378,3.706,4.905
0.741,0.101,1672.655,0.346,0.1,2.761,1.955,2.807
0.831,0.098,1468.853,0.388,0.098,8.002,2.373,3.068
0.825,0.102,1365.816,0.393,0.1,6.904,2.425,3.169
0.784,0.103,1559.539,0.423,0.1,7.383,3.158,4.261
0.892,0.101,1534.344,0.341,0.1,3.231,1.773,2.019
0.787,0.097,1567.557,0.404,0.1,4.175,2.747,3.734
0.806,0.1,1689.493,0.431,0.1,4.421,3.118,4.148
0.819,0.097,1347.181,0.367,0.099,3.203,2.019,2.698
0.75,0.106,1382.385,0.362,0.1,6.528,2.255,3.201
0.9,0.103,1514.513,0.459,0.095,2.613,3.169,3.622
0.797,0.1,1758.782,0.423,0.1,4.053,2.951,3.999
0.745,0.107,1474.452,0.411,0.094,8.09,3.157,4.387
0.798,0.1,1876.91,0.39,0.097,3.897,2.229,3.116
0.828,0.098,1712.983,0.426,0.1,3.556,2.887,3.773
0.815,0.094,1586.539,0.435,0.1,3.132,3.179,4.176
0.843,0.1,1686.963,0.414,0.081,6.937,2.67,3.403
0.737,0.105,1605.699,0.39,0.1,5.632,2.741,3.852
0.784,0.105,1620.498,0.403,0.1,3.76,2.717,3.713
0.868,0.101,1625.298,0.36,0.095,3.631,1.91,2.331
0.745,0.099,1648.544,0.368,0.1,9.911,2.3,3.26
0.876,0.102,1404.583,0.419,0.088,2.534,2.552,3.045
0.748,0.103,1637.264,0.346,0.092,7.949,2.017,2.864
0.871,0.099,1674.281,0.351,0.1,9.321,1.856,2.242
0.795,0.1,1536.496,0.398,0.09,5.563,2.636,3.557
0.829,0.102,1837.905,0.369,0.1,5.853,1.935,2.595
0.762,0.105,1461.246,0.382,0.093,8.824,2.527,3.524
0.741,0.104,1773.034,0.39,0.095,2.116,2.541,3.633
0.773,0.092,1658.672,0.399,0.1,3.518,2.672,3.694
0.757,0.095,1654.188,0.381,0.088,7.711,2.467,3.458
0.788,0.105,1750.615,0.396,0.1,6.114,2.535,3.482
0.815,0.104,1725.963,0.388,0.1,9.738,2.333,3.113
0.826,0.099,1549.356,0.357,0.1,3.692,1.962,2.579
0.861,0.101,1669.71,0.428,0.094,9.093,2.838,3.494
0.836,0.106,1395.438,0.381,0.1,9.999,2.25,2.889
0.829,0.106,1589.004,0.405,0.09,2.01,2.523,3.294
0.801,0.103,1794.17,0.402,0.095,4.308,2.515,3.434
0.81,0.096,1522.117,0.373,0.1,9.85,2.213,2.959
0.802,0.103,1394.841,0.347,0.1,9.188,1.935,2.634
0.873,0.094,1626.011,0.427,0.1,2.772,2.719,3.295
0.776,0.105,1552.82,0.397,0.1,4.057,2.681,3.687
0.712,0.095,1561.425,0.391,0.092,7.019,2.907,4.105
0.836,0.102,1625.851,0.417,0.1,3.982,2.739,3.525
0.771,0.101,1639.013,0.347,0.095,5.133,1.958,2.744
0.886,0.103,1580.567,0.417,0.094,4.029,2.564,3.004
0.877,0.101,1602.273,0.391,0.099,4.391,2.24,2.671
0.744,0.093,1865.158,0.401,0.094,4.729,2.669,3.813
0.752,0.102,1812.174,0.416,0.1,6.202,3.015,4.226
0.812,0.099,1670.472,0.401,0.1,8.238,2.573,3.418
0.829,0.098,1470.488,0.354,0.097,6.404,1.963,2.557
0.783,0.109,1554.544,0.414,0.071,3.968,2.952,4.012
0.847,0.101,1754.934,0.419,0.091,7.245,2.689,3.422
0.827,0.102,1576.119,0.395,0.089,8.658,2.478,3.221
0.79,0.1,1810.368,0.393,0.1,7.194,2.417,3.341
0.725,0.103,1596.47,0.378,0.093,8.401,2.587,3.665
0.853,0.103,1742.261,0.407,0.095,5.594,2.476,3.127
0.773,0.102,1379.801,0.43,0.1,9.395,3.342,4.555
0.871,0.109,1579.552,0.408,0.092,6.913,2.532,3.045
0.803,0.1,1667.722,0.418,0.1,7.69,2.919,3.897
0.824,0.102,1743.289,0.424,0.094,2.886,2.829,3.732
0.881,0.104,1634.923,0.375,0.095,7.033,2.088,2.461
0.878,0.099,1476.599,0.39,0.088,2.231,2.178,2.585
0.796,0.1,1756.623,0.393,0.095,3.31,2.402,3.3
0.772,0.108,1623.353,0.401,0.1,7.589,2.791,3.832
0.858,0.093,1439.439,0.351,0.09,7.407,1.893,2.339
0.804,0.098,1588.951,0.403,0.093,5.97,2.68,3.579
0.769,0.1,1667.212,0.358,0.1,7.262,2.095,2.934
0.89,0.091,1584.926,0.421,0.1,8.557,2.641,3.056
0.77,0.106,1747.495,0.443,0.1,8.673,3.573,4.865
0.725,0.098,1576.161,0.381,0.094,9.116,2.641,3.74
0.723,0.097,1626.178,0.398,0.1,9.121,2.945,4.148
0.831,0.104,1494.963,0.423,0.1,6.521,2.923,3.753
0.837,0.097,1603.83,0.384,0.094,4.824,2.251,2.899
0.788,0.102,1500.286,0.368,0.1,2.002,2.135,2.949
0.789,0.104,1501.33,0.415,0.1,9.45,2.983,4.018
0.792,0.104,1524.46,0.411,0.079,3.579,2.853,3.853
0.84,0.103,1389.196,0.402,0.1,8.663,2.528,3.214
0.738,0.094,1471.452,0.439,0.092,4.006,3.774,5.208
0.898,0.094,1576.378,0.441,0.1,4.575,2.912,3.327
0.775,0.098,1453.593,0.427,0.092,3.652,3.251,4.43
0.946,0.093,1454.949,0.382,0.1,8.206,2.071,1.959
0.765,0.1,1824.025,0.375,0.082,5.484,2.195,3.126
0.857,0.099,1577.268,0.424,0.1,9.695,2.823,3.481
0.775,0.101,1569.577,0.408,0.1,8.478,2.91,3.976
0.745,0.098,1519.528,0.39,0.1,6.532,2.727,3.818
0.882,0.1,1603.758,0.391,0.093,8.265,2.267,2.667
0.877,0.098,1630.355,0.426,0.1,8.739,2.766,3.296
0.8,0.096,1574.36,0.369,0.1,9.337,2.177,2.947
0.844,0.102,1566.243,0.439,0.1,2.64,3.081,3.9
0.821,0.102,1667.786,0.407,0.1,8.409,2.644,3.467
0.876,0.104,1804.92,0.42,0.1,3.471,2.497,3.06
0.789,0.105,1751.703,0.388,0.084,9.329,2.397,3.302
0.816,0.102,1446.122,0.403,0.095,3.503,2.589,3.42
0.811,0.102,1649.831,0.416,0.1,3.377,2.804,3.73
0.794,0.093,1335.617,0.393,0.08,5.951,2.506,3.419
0.886,0.095,1643.011,0.397,0.1,8.858,2.302,2.687
0.764,0.104,1589.108,0.403,0.094,2.701,2.796,3.878
0.761,0.097,1597.322,0.354,0.1,2.479,2.031,2.873
0.824,0.098,1627.685,0.427,0.1,8.12,3.016,3.913
0.837,0.095,1684.774,0.428,0.092,8.717,2.927,3.75
0.77,0.096,1679.325,0.381,0.1,5.655,2.395,3.337
0.799,0.103,1389.478,0.429,0.1,7.179,3.192,4.254
0.905,0.097,1682.213,0.415,0.1,3.034,2.421,2.735
0.779,0.099,1724.977,0.396,0.096,6.772,2.596,3.582
0.838,0.096,1410.775,0.386,0.1,2.086,2.209,2.85
0.851,0.102,1541.102,0.39,0.091,4.415,2.308,2.893
0.806,0.103,1706.536,0.4,0.1,2.171,2.483,3.365
0.902,0.099,1597.925,0.391,0.076,4.172,2.187,2.454
0.851,0.103,1665.651,0.392,0.1,2.182,2.239,2.848
0.807,0.097,1600.696,0.373,0.094,9.525,2.206,2.963
0.823,0.102,1837.39,0.412,0.086,9.064,2.575,3.428
0.843,0.103,1792.831,0.405,0.1,3.645,2.396,3.113
0.826,0.107,1524.958,0.452,0.079,9.337,3.535,4.537
0.883,0.097,1563.551,0.366,0.1,9.167,2.008,2.345
0.794,0.094,1578.644,0.362,0.085,3.748,2.082,2.848
0.787,0.097,1436.955,0.399,0.1,7.383,2.687,3.656
0.773,0.095,1569.691,0.367,0.092,3.496,2.205,3.071
0.731,0.096,1698.686,0.405,0.08,7.454,3.003,4.219
0.733,0.098,1733.992,0.372,0.095,2.509,2.312,3.318
0.88,0.099,1756.835,0.396,0.1,8.875,2.245,2.685
0.84,0.106,1351.192,0.405,0.091,8.6,2.554,3.255
0.837,0.096,1705.026,0.395,0.1,3.375,2.328,3.026
0.83,0.108,1600.789,0.384,0.1,5.52,2.297,2.984
0.875,0.104,1492.636,0.419,0.1,4.034,2.628,3.142
0.81,0.105,1599.623,0.426,0.1,2.986,3.011,3.99
0.88,0.106,1732.569,0.38,0.1,2.107,1.99,2.4
0.795,0.103,1579.58,0.422,0.1,4.421,3.044,4.085
0.898,0.104,1858.563,0.39,0.099,9.509,2.033,2.358
0.844,0.099,1637.327,0.397,0.1,9.105,2.423,3.077
0.78,0.1,1596.913,0.376,0.1,5.475,2.331,3.213
0.822,0.106,1530.391,0.406,0.098,4.308,2.638,3.451
0.818,0.099,1344.6,0.36,0.1,4.461,1.98,2.647
0.759,0.093,1635.234,0.404,0.1,7.651,2.871,3.977
0.826,0.103,1624.227,0.451,0.1,4.128,3.45,4.456
0.789,0.101,1605.087,0.416,0.1,8.607,2.987,4.027
0.736,0.104,1611.533,0.431,0.092,4.872,3.593,4.974
0.906,0.094,1732.173,0.395,0.1,2.54,2.122,2.4
0.834,0.101,1538.823,0.366,0.1,2.974,2.023,2.628
0.882,0.097,1615.475,0.381,0.1,8.167,2.149,2.524
0.84,0.106,1659.98,0.351,0.095,8.166,1.903,2.444
0.794,0.095,1494.338,0.398,0.094,5.177,2.625,3.546
0.815,0.104,1783.671,0.408,0.099,9.962,2.589,3.455
0.84,0.094,1682.473,0.392,0.1,3.754,2.307,2.981
0.911,0.092,1397.945,0.402,0.095,3.57,2.235,2.422
0.78,0.097,1744.177,0.384,0.073,6.217,2.369,3.291
0.882,0.098,1787.646,0.358,0.09,6.442,1.813,2.177
0.897,0.101,1707.284,0.393,0.1,5.354,2.19,2.511
0.839,0.095,1576.985,0.401,0.1,6.61,2.511,3.207
0.899,0.099,1868.186,0.448,0.095,9.147,2.868,3.343
0.8,0.096,1449.661,0.386,0.1,5.721,2.427,3.275
0.908,0.105,1611.19,0.41,0.097,9.969,2.444,2.689
0.844,0.093,1475.13,0.423,0.085,9.586,2.842,3.584
0.732,0.098,1581.217,0.385,0.097,7.646,2.687,3.786
0.891,0.101,1785.704,0.437,0.1,7.636,2.791,3.28
0.811,0.106,1707.56,0.386,0.094,7.804,2.332,3.124
0.808,0.105,1701.946,0.445,0.1,8.891,3.42,4.507
0.822,0.105,1552.376,0.334,0.1,8.641,1.821,2.392
0.761,0.094,1791.228,0.407,0.097,7.756,2.792,3.903
0.809,0.104,1557.463,0.42,0.1,8.527,2.973,3.921
0.87,0.103,1384.825,0.38,0.1,5.441,2.13,2.559
0.72,0.106,1644.665,0.363,0.1,5.983,2.328,3.321
0.783,0.098,1555.493,0.345,0.1,9.159,1.946,2.694
0.708,0.106,1466.344,0.356,0.085,2.733,2.267,3.259
0.802,0.099,1791.549,0.4,0.1,8.207,2.508,3.409
0.849,0.101,1644.467,0.425,0.095,7.372,2.847,3.575
0.863,0.099,1796.537,0.354,0.091,3.189,1.738,2.197
0.905,0.099,1626.022,0.362,0.1,5.338,1.93,2.135
0.829,0.1,1407.217,0.337,0.096,7.826,1.814,2.37
0.78,0.098,1373.412,0.381,0.093,7.795,2.409,3.333
0.897,0.104,1766.213,0.435,0.097,7.528,2.764,3.2
0.858,0.101,1383.493,0.38,0.088,3.247,2.101,2.605
0.824,0.102,1636.811,0.393,0.093,8.22,2.444,3.2
0.843,0.097,1531.594,0.37,0.1,3.057,2.055,2.627
0.897,0.108,1662.889,0.363,0.1,9.847,1.958,2.208
0.846,0.102,1526.385,0.371,0.1,3.24,2.059,2.614
0.796,0.096,1381.853,0.374,0.093,6.745,2.25,3.069
0.846,0.103,1679.888,0.364,0.1,8.203,2.007,2.552
0.732,0.096,1536.564,0.42,0.081,2.059,3.325,4.641
0.798,0.094,1615.648,0.396,0.1,7.76,2.572,3.466
0.801,0.1,1698.247,0.4,0.099,3.793,2.556,3.463
0.765,0.101,1668.717,0.388,0.09,3.446,2.521,3.521
0.724,0.096,1550.485,0.374,0.1,2.594,2.475,3.525
0.758,0.098,1686.948,0.359,0.1,3.53,2.086,2.961
0.836,0.107,1784.339,0.356,0.096,6.879,1.854,2.437
0.864,0.098,1635.039,0.371,0.1,9.993,2.053,2.515
0.929,0.096,1668.983,0.426,0.095,6.541,2.561,2.695
0.793,0.109,1744.641,0.374,0.1,6.838,2.197,3.022
0.827,0.098,1732.236,0.387,0.1,5.115,2.257,2.979
0.901,0.102,1551.572,0.402,0.092,2.3,2.271,2.554
0.765,0.097,1861.349,0.398,0.099,7.854,2.536,3.588
0.847,0.101,1371.707,0.409,0.097,2.626,2.499,3.164
0.854,0.099,1851.085,0.372,0.082,7.752,1.908,2.457
0.747,0.107,1510.427,0.399,0.08,8.675,2.898,4.044
0.878,0.099,1581.565,0.417,0.078,3.789,2.589,3.089
0.866,0.101,1755.307,0.389,0.096,8.206,2.194,2.705
0.729,0.107,1509.712,0.445,0.09,9.297,4.028,5.555
0.748,0.109,1501.148,0.403,0.091,6.46,2.959,4.12
0.735,0.095,1646.543,0.41,0.096,5.418,3.106,4.34
0.791,0.104,1669.742,0.395,0.1,6.412,2.559,3.48
0.814,0.099,1336.67,0.427,0.097,8.444,3.025,3.982
0.818,0.101,1584.745,0.394,0.093,6.932,2.491,3.282
0.782,0.099,1596.715,0.439,0.1,6.514,3.49,4.696
0.892,0.099,1521.202,0.383,0.098,5.244,2.142,2.444
0.796,0.096,1614.167,0.428,0.1,2.207,3.094,4.163
0.734,0.101,1466.805,0.407,0.088,3.177,3.065,4.3
0.787,0.1,1541.348,0.42,0.1,6.097,3.089,4.165
0.817,0.096,1672.806,0.349,0.095,7.167,1.879,2.511
0.801,0.1,1749.274,0.38,0.1,3.434,2.201,3.021
0.783,0.108,1628.133,0.425,0.087,7.433,3.199,4.325
0.757,0.102,1416.069,0.384,0.089,6.188,2.559,3.584
0.868,0.1,1659.53,0.413,0.098,7.362,2.575,3.136
0.938,0.106,1764.234,0.452,0.096,6.218,2.883,3.016
0.791,0.101,1601.297,0.37,0.088,5.423,2.215,3.03
0.798,0.095,1598.102,0.392,0.1,4.515,2.492,3.371
0.83,0.1,1860.686,0.369,0.1,3.329,1.86,2.523
0.847,0.096,1644.136,0.367,0.097,2.689,1.981,2.533
0.799,0.103,1713.145,0.406,0.1,8.852,2.702,3.643
0.89,0.107,1647.748,0.372,0.1,6.347,2.035,2.344
0.822,0.098,1499.411,0.396,0.1,9.901,2.515,3.291
0.806,0.099,1526.128,0.447,0.093,8.751,3.535,4.64
0.835,0.099,1654.698,0.385,0.1,2.935,2.22,2.892
0.908,0.098,1586.518,0.429,0.1,8.97,2.705,2.996
0.862,0.104,1569.783,0.39,0.087,8.21,2.313,2.832
0.732,0.101,1363.572,0.379,0.1,9.901,2.572,3.677
0.791,0.094,1755.731,0.385,0.09,9.109,2.323,3.202
0.809,0.104,1755.811,0.364,0.1,4.859,1.988,2.711
0.789,0.096,1588.053,0.41,0.092,7.135,2.87,3.88
0.844,0.108,1667.907,0.398,0.1,7.099,2.44,3.101
0.869,0.099,1478.906,0.405,0.1,9.53,2.49,2.997
0.85,0.101,1601.145,0.383,0.1,3.384,2.18,2.757
0.93,0.094,1581.062,0.408,0.084,5.53,2.341,2.419
0.783,0.098,1651.385,0.369,0.092,6.649,2.203,3.043
0.882,0.104,1590.751,0.408,0.095,2.048,2.387,2.835
0.856,0.1,1599.53,0.357,0.1,3.17,1.894,2.367
0.795,0.106,1530.712,0.39,0.097,7.178,2.533,3.42
0.85,0.101,1393.36,0.405,0.078,5.778,2.507,3.141
0.751,0.106,1777.79,0.426,0.1,4.068,3.254,4.537
0.861,0.108,1346.922,0.422,0.1,3.515,2.655,3.267
0.818,0.1,1525.03,0.399,0.1,8.042,2.585,3.394
0.785,0.101,1583.848,0.43,0.095,5.977,3.276,4.411
0.836,0.104,1539.659,0.398,0.1,4.308,2.458,3.157
0.834,0.097,1616.002,0.399,0.088,4.736,2.467,3.187
0.772,0.105,1588.254,0.413,0.1,8.1,3.027,4.134
0.728,0.101,1514.443,0.429,0.1,4.997,3.623,5.032
0.804,0.103,1425.871,0.404,0.095,5.143,2.688,3.593
0.823,0.094,1457.342,0.439,0.1,6.127,3.258,4.215
0.882,0.103,1595.868,0.376,0.1,2.48,2.019,2.386
0.898,0.098,1733.477,0.436,0.1,7.765,2.787,3.207
0.817,0.104,1434.592,0.375,0.099,2.721,2.152,2.867
0.854,0.1,1658.955,0.399,0.1,9.09,2.421,3.023
0.805,0.097,1706.548,0.42,0.1,6.333,2.92,3.9
0.852,0.107,1523.202,0.421,0.1,9.532,2.809,3.485
0.772,0.103,1655.63,0.38,0.096,5.219,2.399,3.334
0.796,0.108,1662.51,0.45,0.096,9.867,3.621,4.804
0.833,0.099,1670.659,0.357,0.1,6.878,1.947,2.538
0.721,0.102,1759.806,0.348,0.099,2.987,1.963,2.854
0.848,0.101,1567.833,0.425,0.1,6.502,2.876,3.605
0.871,0.102,1509.437,0.422,0.091,2.419,2.655,3.208
0.8,0.093,1613.455,0.413,0.1,5.521,2.847,3.814
0.806,0.098,1406.107,0.426,0.08,7.385,3.08,4.082
0.875,0.106,1545.165,0.365,0.1,3.078,1.952,2.33
0.858,0.099,1755.019,0.36,0.1,3.314,1.831,2.32
0.785,0.107,1609.777,0.445,0.1,8.098,3.611,4.834
0.79,0.097,1580.36,0.406,0.094,4.178,2.764,3.746
0.84,0.109,1518.685,0.435,0.093,8.834,3.121,3.942
0.822,0.102,1512.291,0.433,0.1,6.914,3.16,4.094
0.764,0.103,1506.374,0.408,0.1,6.374,2.975,4.096
0.788,0.099,1724.678,0.406,0.098,5.16,2.717,3.714
0.889,0.106,1848.074,0.387,0.08,9.671,2.028,2.408
0.842,0.1,1610.628,0.367,0.089,6.996,2.065,2.638
0.927,0.102,1419.875,0.411,0.099,2.626,2.286,2.36
0.857,0.094,1688.309,0.422,0.086,5.266,2.733,3.412
0.903,0.101,1751.238,0.4,0.1,2.982,2.187,2.495
0.774,0.105,1788.739,0.352,0.092,7.877,1.899,2.695
0.857,0.096,1641.504,0.366,0.099,4.0,1.983,2.477
0.722,0.103,1602.071,0.36,0.1,2.131,2.235,3.206
0.839,0.092,1638.648,0.408,0.1,9.954,2.594,3.318
0.809,0.106,1348.282,0.402,0.1,5.777,2.604,3.476
0.793,0.108,1650.953,0.395,0.1,2.279,2.492,3.411
0.878,0.098,1671.388,0.4,0.09,5.639,2.346,2.806
0.876,0.095,1676.316,0.38,0.1,4.184,2.082,2.509
0.724,0.102,1619.559,0.421,0.1,7.81,3.449,4.807
0.829,0.092,1667.638,0.385,0.1,2.061,2.206,2.91
0.796,0.1,1645.029,0.407,0.1,3.096,2.717,3.68
0.802,0.097,1444.205,0.39,0.095,4.831,2.458,3.308
0.871,0.1,1764.745,0.356,0.1,5.174,1.812,2.227
0.788,0.092,1639.406,0.378,0.096,5.902,2.32,3.18
0.904,0.093,1678.647,0.444,0.094,4.826,2.9,3.299
0.767,0.092,1548.435,0.372,0.099,5.19,2.317,3.228
0.838,0.101,1779.431,0.361,0.1,5.878,1.89,2.481
0.839,0.101,1600.786,0.381,0.1,9.459,2.247,2.874
0.779,0.097,1659.628,0.429,0.095,6.215,3.264,4.426
0.79,0.102,1807.225,0.383,0.081,5.442,2.248,3.126
0.871,0.105,1777.097,0.392,0.098,2.383,2.112,2.615
0.855,0.097,1647.144,0.383,0.1,3.198,2.153,2.705
0.791,0.104,1472.724,0.451,0.1,8.057,3.73,4.958
0.818,0.102,1805.672,0.459,0.097,9.668,3.578,4.686
0.739,0.093,1846.562,0.396,0.1,5.068,2.628,3.758
0.772,0.099,1436.424,0.419,0.1,9.696,3.136,4.286
0.811,0.1,1584.699,0.375,0.1,4.626,2.212,2.958
0.746,0.103,1614.844,0.388,0.082,9.617,2.659,3.735
0.873,0.098,1428.743,0.41,0.098,6.875,2.527,3.019
0.847,0.108,1484.777,0.381,0.099,2.23,2.141,2.716
0.904,0.102,1611.533,0.375,0.1,2.625,1.982,2.208
0.843,0.099,1818.49,0.435,0.099,9.838,2.924,3.751
0.903,0.094,1370.752,0.377,0.093,4.442,2.002,2.209
0.821,0.096,1774.46,0.353,0.093,2.112,1.774,2.417
0.828,0.1,1764.905,0.416,0.1,2.625,2.638,3.486
0.921,0.1,1739.663,0.377,0.094,6.239,1.989,2.125
0.834,0.103,1560.69,0.394,0.091,3.828,2.397,3.095
0.728,0.103,1597.234,0.362,0.1,8.033,2.315,3.292
0.848,0.096,1569.531,0.355,0.1,9.075,1.945,2.451
0.89,0.101,1802.869,0.395,0.098,4.901,2.142,2.531
0.862,0.092,1606.475,0.385,0.087,7.566,2.226,2.737
0.825,0.099,1420.459,0.398,0.1,7.8,2.522,3.284
0.839,0.103,1522.105,0.444,0.1,5.787,3.27,4.14
0.931,0.099,1588.385,0.391,0.09,4.077,2.134,2.183
0.748,0.104,1808.567,0.404,0.1,8.063,2.806,3.957
0.838,0.108,1621.452,0.36,0.099,2.407,1.916,2.486
0.784,0.101,1666.105,0.43,0.091,2.661,3.199,4.345
0.834,0.095,1426.228,0.421,0.096,2.936,2.794,3.595
0.829,0.099,1751.401,0.399,0.1,4.544,2.407,3.172
0.762,0.091,1611.943,0.371,0.087,4.386,2.296,3.215
0.772,0.101,1780.925,0.392,0.1,4.542,2.483,3.479
0.831,0.104,1583.171,0.382,0.093,2.779,2.212,2.886
0.757,0.101,1661.159,0.453,0.093,5.367,3.967,5.404
0.781,0.103,1591.12,0.397,0.1,5.867,2.668,3.646
0.871,0.104,1460.189,0.392,0.095,9.057,2.317,2.774
0.79,0.105,1521.289,0.369,0.098,9.433,2.242,3.061
0.811,0.097,1410.029,0.377,0.099,4.663,2.228,2.98
0.903,0.105,1581.51,0.413,0.092,9.692,2.5,2.788
0.775,0.102,1648.766,0.4,0.095,5.804,2.718,3.737
0.799,0.098,1509.447,0.387,0.1,8.724,2.461,3.316
0.829,0.108,1597.102,0.382,0.1,2.051,2.191,2.878
0.854,0.107,1587.429,0.373,0.1,2.66,2.041,2.561
0.889,0.101,1610.2,0.348,0.1,5.398,1.843,2.121
0.894,0.104,1482.278,0.447,0.1,5.164,3.036,3.489
0.858,0.097,1610.375,0.416,0.085,5.701,2.664,3.297
0.776,0.099,1556.041,0.436,0.1,4.116,3.454,4.68
0.725,0.096,1526.909,0.391,0.097,6.603,2.845,4.009
0.798,0.1,1627.011,0.428,0.1,7.913,3.165,4.22
0.759,0.1,1463.238,0.378,0.1,3.079,2.415,3.39
0.846,0.097,1766.278,0.398,0.094,6.374,2.345,3.01
0.837,0.102,1791.711,0.373,0.1,3.894,1.983,2.617
0.733,0.095,1652.836,0.418,0.1,9.091,3.282,4.574
0.872,0.094,1533.598,0.397,0.1,9.268,2.368,2.842
0.779,0.099,1640.541,0.4,0.1,7.691,2.715,3.717
0.804,0.099,1632.183,0.427,0.09,3.335,3.056,4.074
0.838,0.098,1565.377,0.415,0.1,9.616,2.744,3.493
0.804,0.097,1527.386,0.444,0.1,7.917,3.484,4.588
0.805,0.098,1474.131,0.391,0.089,2.821,2.426,3.261
0.741,0.096,1497.811,0.395,0.093,6.646,2.836,3.973
0.8,0.099,1650.091,0.405,0.1,6.946,2.711,3.64
0.856,0.106,1756.686,0.394,0.095,6.737,2.282,2.87
0.894,0.097,1563.234,0.392,0.1,6.281,2.246,2.564
0.802,0.102,1448.128,0.386,0.094,2.557,2.35,3.181
0.803,0.095,1348.012,0.424,0.1,3.57,2.977,3.983
0.844,0.098,1570.302,0.4,0.077,9.459,2.478,3.14
0.904,0.098,1504.602,0.405,0.1,8.172,2.392,2.651
0.782,0.106,1540.956,0.373,0.1,6.528,2.317,3.184
0.805,0.099,1508.568,0.378,0.085,6.679,2.305,3.093
0.863,0.102,1654.127,0.386,0.098,4.391,2.19,2.706
0.829,0.101,1644.917,0.395,0.081,4.586,2.419,3.156
0.753,0.095,1774.361,0.35,0.1,3.037,1.893,2.735
0.832,0.107,1667.522,0.43,0.094,9.429,3.026,3.889
0.768,0.098,1472.306,0.433,0.081,7.249,3.453,4.701
0.814,0.093,1688.546,0.409,0.1,4.15,2.657,3.534
0.817,0.098,1480.633,0.384,0.1,7.702,2.351,3.102
0.882,0.098,1618.128,0.389,0.1,8.821,2.238,2.632
0.808,0.094,1417.788,0.414,0.1,7.607,2.86,3.792
0.784,0.101,1392.296,0.381,0.076,4.231,2.374,3.273
0.776,0.098,1589.07,0.405,0.095,3.744,2.799,3.842
0.881,0.101,1437.467,0.433,0.1,2.857,2.782,3.289
0.765,0.091,1534.947,0.391,0.084,5.216,2.638,3.654
0.803,0.108,1546.962,0.403,0.092,9.406,2.714,3.619
0.768,0.096,1696.277,0.436,0.1,3.596,3.433,4.698
0.858,0.102,1544.709,0.386,0.095,5.844,2.255,2.788
0.81,0.102,1598.285,0.417,0.1,2.08,2.81,3.746
0.794,0.096,1697.677,0.416,0.1,8.751,2.905,3.92
0.795,0.095,1492.046,0.436,0.1,6.971,3.372,4.49
0.876,0.096,1712.601,0.427,0.091,4.564,2.709,3.277
0.821,0.097,1725.997,0.416,0.089,3.024,2.708,3.587
0.847,0.096,1855.194,0.407,0.1,7.041,2.379,3.078
0.888,0.102,1582.716,0.377,0.099,6.292,2.1,2.427
0.889,0.099,1558.296,0.409,0.088,9.869,2.482,2.866
0.791,0.1,1668.399,0.38,0.1,5.755,2.327,3.186
0.908,0.093,1402.309,0.393,0.1,3.265,2.144,2.345
0.725,0.105,1384.589,0.412,0.097,8.78,3.275,4.606
0.797,0.096,1545.557,0.41,0.1,9.157,2.832,3.797
0.887,0.098,1679.348,0.39,0.1,2.823,2.144,2.524
0.783,0.094,1444.782,0.371,0.098,8.615,2.266,3.126
0.783,0.095,1643.872,0.396,0.1,4.091,2.605,3.574
0.787,0.102,1520.252,0.38,0.098,6.306,2.389,3.263
0.829,0.102,1649.603,0.378,0.096,6.745,2.21,2.882
0.805,0.102,1586.803,0.385,0.088,9.16,2.391,3.207
0.849,0.101,1443.97,0.412,0.1,3.262,2.593,3.262
0.887,0.107,1510.976,0.397,0.1,2.158,2.237,2.604
0.839,0.1,1498.868,0.388,0.096,6.774,2.347,2.993
0.771,0.099,1472.12,0.432,0.087,7.037,3.424,4.652
0.9,0.097,1590.348,0.412,0.1,9.723,2.488,2.802
0.781,0.094,1809.666,0.397,0.1,2.8,2.468,3.455
0.761,0.1,1651.919,0.392,0.1,5.262,2.633,3.667
0.747,0.098,1728.187,0.422,0.1,7.689,3.259,4.524
0.822,0.1,1841.643,0.37,0.1,6.448,1.95,2.644
0.753,0.096,1612.445,0.409,0.084,9.632,3.0,4.165
0.759,0.104,1507.009,0.344,0.094,2.709,1.936,2.745
0.787,0.11,1786.009,0.338,0.1,3.169,1.681,2.387
0.784,0.098,1667.228,0.437,0.1,6.913,3.406,4.589
0.828,0.104,1814.032,0.398,0.1,7.031,2.368,3.134
0.867,0.105,1649.372,0.384,0.1,5.724,2.183,2.662
0.855,0.109,1698.819,0.42,0.088,7.922,2.723,3.396
